3BF902DF,0501731
3EB68473,3F758A78,402F46F2,3B063466,42024EB8,42271D88,3F83E0D4,2F2ABA21,42ACACEC,3E9459A3,21700687,40A6B323,40C9C60B,41DC0579,4057AA91,3EA2D392,40FB049A,0DF7CA0E,41A56972,421F78ED,42856200,40F9173C,41AC29E1,3F3F3789,3FD03256,3F528851,42302DA3,42696B49,305B404C,41CFF289,3EA9C657,3FD3AD2C,3FD8601D,383116D7,1250D2EB,415131B
3FB6D32B,4328A8F
3FFDF259,2B534C3
4221602C,3F4B9929,41AE52FF,3F6FE1D9,42E9D41
37CD8AEB,3FAA3646,41598D9
41826304,40BD60EC,11976D3
3F9501C1,40A30CA0,42DCAF49,40D5481
406D36A1,428A5CB1,4323C98A,423384B
02DA061D,1CC036D
41185A73,38E87C4D,3F81FCF
417A2D48,42C2A0DB,3F1BC56
43020615,406E7E4A,40B137BA,425C1FA
3E6DC680,41DCF216,3F84EB97,417B0C9
3FF41A5C,42572D36,3E6EE4CE,0D39FF3E,3EADE09
42375FBF,3EF6F3D1,427D1AE1,3E63B16E,0DEF3461,142C44F
3EB78A08,3591054
30364CF5,280BABD
409D9078,420B476D,4042B041,4135FE5E,4163009D,42958C43,40918A4
4161EB1D,3E8C39F
42BE7D14,41BD2DFD,3FD9941D,3C5EC50F,42145D6
3E78083D,40B594FC,4077D66
41834593,40993787,42A1E52
0ECDFD54,3FE604BC,431D7B9
125AB3AB,37F48A4
0DBBD828,3E82433
42C0042B,423F44D2,00D63CCC,421CE1B
0F7ECC25,388B0F1
4105987E,414816D3,3E55778D,424CD28D,42B67B86,3EA891F6,42E39A51,3FAA39C
42AA7824,41AD91B
3F238423,3163A75
2FFE0632,41F63A7A,3BF060B
401634BD,3F92B578,413AEA83,3F36457A,41E4FA0D,3FB87221,420C76D
342A654F,37E353B
41342361,3293CE0
3E6A7C05,4319041
3FC6664A,420BF88
3F5B34DA,40666C6D,3F741FA
406F8AF5,0B016346,0EA34B0C,2787764
40D1E0D0,42426AF2,3F58667
4080779E,4320884
3E6F4199,41E341C
01B96F8A,3FD6919E,2AACBB9B,404AA50
36D211AF,2BB97FD
400F1597,43073CA0,3E994F03,41576697,42C31EB
3EC55DA7,404947CA,3ECACF12,3FBC16E8,42687246,404864D
401C27F1,386B3052,266C4AE1,40684590,2702F9DA,3E750E2
3F93328D,429DE3D0,3976E74
3E98F6FF,424FDFBF,3EAD36B0,3FC06AD2,40B2CD95,3FC4156E,400CB79E,3E68E228,3F203A18,4087C09
3F3AB36F,42B9DC93,120ECE15,29F8E325,32119C3
4184CBC3,40A7AD99,15CE4EFE,3E68D0E
379B87D6,16505FA
229C75DA,42E7C34F,3B050A7
27BC31D9,3E8905E
102C2CA7,103A752
4050CF53,4118ADF8,2F4E62ED,2621D3B
42E793C3,37ED2B3
121D4345,41B57FF2,3FABCE4
405D5233,42925A33,35A03387,1DD598C
429C7219,41A2FB4
3F00D02E,37B6A703,032B7F70,3EDA79E6,4110F08
3FD9B10A,3F22A6CE,3EFD024C,3F67F957,3FF862E4,407D369B,408C534
25726B1C,424471FE,4313E0EB,049CDBC1,3713104F,33BA62EC,37A14C19,3F686B93,4043C197,3E5DC88
4315B73E,297FEE0
3EBF604D,43192C79,429AD72
41CEFDAA,3E6CF769,42F81E4
3F46F0C5,29E5A38
4176B8A2,42D9907
40AFAD5B,40184A0B,2B37C9A1,2B6C9AB
3E51879F,1600605,337CE33
3B844402,2ADF7C7
4309E2E1,419BE2A
41EDFE95,0E990AF
4301B720,0B5EEFA9,40A2007
3E64C714,2A364163,418C1C69,4322B2C4,31D9418F,103DF4F
0758209D,41274B08,0801ADD3,4272F351,12E9E1E3,3F0E6A6F,3EF5F026,42048DB6,4288337
40F52660,41EAE2E
42F4BFA3,3E771E4
3F98C3A0,12ECB74
4306BB38,4027F84B,0B8A9C1A,22E47678,4059047C,424E63B5,427AEFA
425B6BF9,42EFE4CC,3083BE85,424C4D7F,40FB5B45,41908852,40B0ED4
3959045C,37D1A58
4071F5A2,3E6288A3,3CF5F6D3,4171A22
2B6FA91B,3E688EB4,429A4ACC,3869D052,29C16444,4123900
3FFB184F,41D1632A,3F0B457
402B80A1,42DD2B3
42471DFA,3F84DAB
2AB44CF1,0463C639,105AFEF
393B8B58,4047D8C5,03E6E2CB,409FF82
3E88EB72,4237DDED,4015621
08DDB77B,42C92E24,42D6F552,09231B16,0E5FA984,3E9ED00
427BAB49,3FDA5B6D,41E351D
0D7D84AE,40121EFD,42E35513,3F92D26
4016A3FD,4281DB8
3F56AAD9,3F59D16D,402D7B0B,2A35FBF9,41CCAA7
055D9246,4303E33B,03B0D35
40E9E6C0,38B5596
3E54F0B1,3FFF800
4209F426,29448F2E,2B29086
3ED246B8,3E94ED2A,42E27D4
42610188,4181A2F
42513F0C,42147116,3EF5F97
3FD10EF3,3F11054
3E800C18,40B3F4C1,40E37AAF,4303393D,418C2A13,3BA7DBCB,0FB1AC25,351A7C74,340AA0BD,41FA4BE3,40BBD125,3E62946
420F7E00,428D651E,27BC72B
107BA6CE,3FC93A6
34FF2361,4046A0D
3F58F5E3,17B02D5
42881C9B,29E5B8C7,3F53441D,3C78261
3F152E8D,0A77F4A
3BD5B7A7,3E8FE3B
3BE83D9D,31983975,3EAD37C
275CDCCF,2C2227A6,0E99761
00570D2B,291B4795,42FA3EFC,3F2889F9,4236EAE
388A3F98,3C2914EC,3EAA11FB,3FF69AC
3F1DE367,2A8C16B
40D81F6A,27E4DBF
4262AD18,29B10DDF,3B107B7
3EEAD1B3,418181C
39A22BC6,40B1BD62,3E5D84CE,3F26D2B6,27AAC4D
3F12DC9D,17E5507
40869C55,30A298BA,420AFEF
4023D110,41ABFEF
412A793B,3FC445E
41DE78FE,3EFD7F59,3FAB4CCD,40E94B0C,2BA44621,3AFA5EA6,18310174,28CFC41
3ED67975,3CEB0369,401A08B8,14392B8
4115199B,40C2A4F
15012CCC,422FB19
2AF1FB7F,28696F4E,0BA19664,36F498B
174E37BE,4092EA9F,40AA8D8
41208AB1,3DAAF46
41633DEA,432672A1,2BD60C3C,3F292E70,431D7B9
3F041212,42E7E3C
3FFBD8DE,416B55B3,42864C7
3EDF8366,062A270
27B8FFA2,40F3859
402E9C43,41C5B25F,4238B99C,3F54DAC2,2AFD2D8
2B782E2A,3F6EAA1F,2B1521A
41620B82,42333170,3FCD81D
2D4ACA4C,0DF8F18
42458F06,4196C14A,38E8878F,3F1E5A45,3E77043
4.06E+09,4224D10F,3FECDA00,3EDA8F3
12B619AD,0E7FF63
425079FF,4174DC32,14112731,40E7CD9
11D84B6D,3FFEDA6
3A4A2912,236446
4.23E+05,40A80A0
3C249A62,41A2CE1
42C5AF2B,3FF68568,288A0827,30B873C3,430523B
42065A16,416545A0,3E593D75,4311341
0CAC2BA7,40AC1A37,3E96250
3F56AB99,1396F0B
409D51CC,42EC3789,3FA0893B,40A2A63E,40860E9F,410870A
42F0BB52,3F12B14
3EB07F9D,410814CF,41C0FE3
41329D4D,4.03E+2
3FD68EDD,41C26DD
2DDA8794,41F0AE11,3E55944
4170C2C8,41237A0E,41307A2
42B88049,3EC0F2A
42853BF6,424DD9F
41B2BA99,06D94458,4116F61
08C4E56D,3DE2859
0EE83D28,40821BB4,41A59772,3FE51FE1,3E9A3A4
42532825,42056E7B,4158B8C8,41CC27EA,3FBF0832,3.98E+0
3E7B752E,42B40CCE,2D8803C6,3ECAD263,3E729069,41C249AA,4099C3F1,413C2FE
4239098D,428AA981,430A82F
3E6D48E1,3EC694CC,41A2C54
41F4DE4A,2830B5D
412C0704,3D6E99A
3D189CBF,29333AF
41E9AD66,3FD5234
3EA253A2,3BF0FE2
42752EEF,42A47923,3F61EC0
4069B42A,3EBFF857,3D9E7F1B,3FA0053A,42CA35F8,413F3DC
3FFE12A6,42CAA316,3FCD169C,3ECE2B2C,429FA21F,42D05D7
3ADFFA51,4240C604,3EE990D
41F8C44A,3B6FCAF
41DEBB21,3F35AE5
421B08F3,414EDB5
4126E599,40D70019,2BB0A3B4,41FA258
4280204D,42C761E
3FE5D93A,408352F5,404DB85F,41F6642
40501F36,3F4D3571,4056554
3E788F08,40416C0
2BEB0815,411599BE,41469A41,2C2ECD4
0D86121E,3F5EE0D9,40303C5
28AC71EF,3C91577A,426DD22
3B920817,3EF4E28E,3FA0268
428260D2,2EC383B
3FC69872,3E97E9A
3E711E49,42AC914
40A207CB,4158F21
3FD693B1,4011895
40AD9694,4247922C,403CED8
9086999,14EBA69E,4.05E+07,424179D0,39082C93,218A9D24,18AF4739,3F0EEECF,3E817B4A,3D793BC7,405EB9A1,40E69C22,3F867607,42C4398A,1677DC03,4.03E+80,3B192F70,392CB441,40AB6B46,287B8CA5,42B2B991,426A810
40CC0F23,40B67414,429C233
4108D91B,3F313C6
41581463,3FDB0E5
3.84E+102,4161FFA
3F4B70A3,401A748
420B7BD4,41CF32D
3EE56E4F,279214E
3F6EF475,12F4789F,3FCF60B5,3DBE6CB
3FF59A2B,3EDD3E81,3E51355
418A0C98,25C62DC6,3FE7B53
3F4E6947,3EB4666C,40E17454,103963F
348CA1E7,41E0736F,12514B3
3E771C48,3F056870,40AF2335,16AE451
401E392B,3E545D8E,405BB60
3E58FEEC,3F8BC8C
3F342347,3B6CA65
4168859D,3C0FF53C,39176FF
41D12A0F,40DFE8B
3EFF2014,3EBAC827,2FF701FA,40648AE
422FF90C,35244DEA,3EEC1762,4219292
4118A95C,4106EEA3,3F60284
3AED53A1,40344AA1,40DC4E6
3F9B4474,0D76382B,4304951
3E0E1398,26571F5C,3ED7A3D
29E5B8C7,3F35E6D0,42F73DBA,33CF96BE,42A9EC2
3FB2A91B,4241BF49,3FA321D5,3D855C8
407D92C9,424E146A,3BB74C2F,42A0640
4.01E+10,42CDF50
40414BF1,424E755
2.80E+198,261E945
3EBB2ABF,3E9A223
42694242,42A4EF93,404B22D0,0646A0A
427B4EE5,3F20B954,3F99F9C0,3EB3354E,3FC7718E,43120072,3902717F,41AD55CA,408E7651,3EC19FEB,42D76CB5,42F3880D,4238D2F
41BE1701,1098564
120ECE15,40AE574
429A8EA2,3E9EAE3C,3F04E210,3E5B2065,418AAEE
3EE65EEB,41547DEE,42BEADF
0F0724D9,032F4F76,4235FFB
42C446E3,3F96754
40A3D55B,3E5171A
3F330D6A,3E7746F1,3F3D2C63,3F13CB05,420C436A,3FEC4664,3F5168C
3E76F6F7,41B70DB
3B6DD915,4144DC75,3F8380B
3FDDB69B,3EC6A0F8,41DE43CD,4211DE01,3F214177,4323D96F,3F54597E,3FA65093,4026B7A2,3CBBCEF6,42676CD
3FC5C2A2,4192935
4307BD14,3E432A7
41DB5436,27E7E5D
3813136F,3E7C222E,425AC96E,0E6CBEF8,3F7D5801,42F7996
4321E9C1,28AC4AA4,412F07F5,3F05B9A3,41F232F0,336FCE37,12CBE063,0C858F2C,102C2CA7,41D6ABCB,423F8A3
41B3CF5B,39D7B15
3A99821F,3F57EF9
3D68B206,2837DBD
42E07944,4064563D,0D7A6230,41E83D7
1E32DAF9,3ED458B
281ADD2C,41205BA
4214CF25,411C3991,428BDF83,4081E84F,4093990
42FE0C84,429F126B,28B902E2,381F0F9D,3E9A257E,3FE6DFEF,3F7BD66
34A55042,41ACFFE
4282240A,3E86210
0CAEEB70,41A94FE2,2B6DE51
40821FCA,3E5513A4,2823BC5E,27872553,4049522F,3FD0664
3ECCC2D7,3E69B843,13CE7A6
4151737C,41D0D8B
3E6AEE73,4255B2C
41E2B26B,1628677,41577440,3FCC69B
40D0B917,40E392E6,418BE89
40D2F132,406ED484,3F88DABA,411D63A0,41D469D1,41CB9C67,42D9DAB
420404AD,4054676
3BE69A30,4183BCEF,3E5800BE,0FE6256D,177C3D3D,3EE06C4
3EDE3DB5,3FDEEBED,40BB05E9,42ABE23
418693AD,3EFE536D,418435A7,40E42E1F,1479407
426FB750,41D26312,4260DB0E,40B95A09,33D3139B,423777DB,3FCE374D,42CF9D2E,3F6A138
41FD17B1,3F5DECF8,3EBB12C
3F305F0B,0FED5E86,3E3B2894,034D79D
4149C296,126B8850,400A7BFB,3EDE33C
28044967,3EB33BC
4252563A,005F5B1
42E877B5,10BDA02D,010CAEEF,4151F800,2DDC2353,24C936D
3FFAF2C8,416AAB76,42EAFC7
26222628,411D73F9,4262215
417596F0,3FAD1A0C,418ECC5
4005CAB3,3EA4BE7B,41278AB0,41ABDE6
3F6AA732,3F5F7EC
3F16F4C4,430FC2C
3F35B9BD,38AD5D5
3E5F8C6C,40A8278D,09664A66,42CF23E6,3FFC9A58,3EA02F64,4080B63E,4252D829,40F2C4AD,414652D4,3E7024C
3EA3CBD7,3F7743D9,404BC32
3F22A6CE,3FF862E4,43290322,42AF9024,42A9EB93,3F6A271
40272F71,405B173
3E7EB6B5,3F105CAC,417053D2,2A86EE2
432CBC03,41EB9443,4000301
24BA458A,2B11D34
2BE3CEF9,021EF804,4125067
4071BBF8,3E95A84
070FDECE,3E54AF0E,3902004C,3E6DF57B,04C65239,40E26BE4,4060FA4
410F7E73,404AB40C,1688E5A
11FB75F6,40DCC1B8,4222D698,11BE2298,3EEA5687,29A96A7
38CDB0DA,4133D8D9,41E6E0E9,42C75C3
3951F8FB,410F4498,3335D5F
4005DD92,3FF21EEB,42251B2C,41F29EA
2A33CFEE,120ECE15,2B69E09
413CA83C,416FB47B,40D985F
41665D33,3F9ABE7D,3FF8EBCC,42FDE76
41E8ED4A,414E5326,3ED5437E,4014DCDF,40C4829C,404A5BDE,42617549,4.22E+1
41BE16FB,3E564AB6,3A99B74
41A2A3FF,3F202FE3,3F030163,3466F59D,42FEB46
06C5C8CE,41018A00,3E5154B
40128788,400574B
426D4379,30C801B5,3A7DD99
419BCC57,4235499B,37DE759A,3CEA24C1,3F3ED33C,21A6644
3ED4C533,1370463
41B2B6E5,3657CB5F,337831A7,3F348D07,41FBE90
404DDC5F,3B0FCD9
150D7DC9,429AB2B
3EA69E3E,2ABD76E0,3EAA2C85,40F7ED3E,407534CC,41548C3
42FA66D1,3F350E4
40EEF58F,3E93B653,416B370
42B505AD,4301341D,24283083,4262FA20,3F5854C3,3EEB8DD3,4243041B,42F45D64,4077F23
3F007F33,04AE8953,41435376,3EC6B09
3CF5A6A8,42623109,2E0FFFDD,40D4E4E6,3F4B7FE
42B166F9,41B4BE4
43280794,413012A9,41503042,3F177EA3,3D685139,3EFED36
4130BA2C,4249EEDF,3F5F5711,400416B4,3931DDC9,29126FB3,41B63771,3F8FEA1
3CB9DD80,3FE1D43F,42280514,40A35E3C,2EFC543
4136CB13,14E0066B,42CFC114,40531D1B,3F08411
3FF691A9,4144F770,42A27765,41C3A0EF,2BF7AB20,427835DD,41AC78F
185722DC,430A7AD
35DF4D68,3EB62BF7,425DEE0C,0F5FA3A3,40C5E43
2C35D4E5,42E6D0D0,42819F9
40E9CE17,3FC7EA7F,42BF289C,3FF72061,3E678E85,3E90D2EB,430EE493,4194CCD7,41D0E36D,3FA20726,413D68CF,4213CA1F,38315CB0,40D0B66
40613991,414E1B34,4171B88
408EE082,27C43B78,0C94267
4211B2D1,3F25DE93,40233020,42CCFA36,08DCAC09,429700B
412D7826,1E9CA156,40BBABB
3E55369E,280FED1
40395B8A,414F27DE,42E64FFF,29F2136
42393C34,413DD02
405DD3E1,3F6CA99
418D292D,429D2959,2A9186B5,3733CEAA,3D513ADD,42AA42F
10FB6946,3EB70516,41DDFF62,3F64D8E
34E06D12,4193CC00,391860C
427E9E3E,14FBA4E4,1898FD0F,218E7CD5,40A7674
3F16672B,4083B5F2,3E94F726,06D4A101,41486C9D,34847BC4,3ED7A4F5,3B9A9EA
3F5CD96E,42C0A303,3FAF9420,422AD8A
432CD6D7,276C7724,393DF80F,340C797E,176AB5B
3858D0C4,4317D87B,4244C88A,4210100
4112A7DE,121A00E7,429C14EA,3E973E1F,40E835AE,3FAC2E55,41F5DDC1,3E7AF28
3E9031DB,0F6C0B06,3F7B148
427F7E0E,3EFBAA2
41AFE85B,41F90F2E,432B8CB3,3E65DE7
3F0B90EC,4242C88
3F8A70C0,41A8B82A,421BBCF6,422A6845,42DB44B
40324C3D,414C939
41EC9E70,4035E95D,0D8D6561,41DC994
4201F7DA,2C14F4A
3136860D,27B16245,3ED746A9,2AECB94
40632F24,42148F02,422C0E8
4309FC39,416ED238,2B07615
41D0200A,2C4D5C9A,3FE52DDE,40E3D29
4127C47A,3F6D343
3FF44645,04430A2
42393C34,413DD02
41983702,3E96EFF2,41E993A
4183F3C7,3EA8C6E8,108F11AA,40496D3A,4223B7DF,35EB6A9
2762402B,0232EB9
0FE60891,41245B8
3BDA5375,3E67B77
0315EC88,40000485,3DC307D2,3F1AFAA4,3E670B03,3EDFD757,416495C
15D8A02A,3A1FA462,34DDD2C4,2C1394F
3F1B34C5,43081775,42D032F
3FC4FA2A,3FBB7EE
3F8DE494,41829B3
3FA3BEDA,3E954D7C,418092B
425F663A,4241A30B,3E80EDE
41FE78D0,3DE064C
021F20D9,3C45B39
3B3E493E,40EE8AD
42269331,4274842
18A43A27,33BD1482,188B25A7,14EEEA05,0FCBF34
430C6256,3F58108
3F4E475A,3E817B4A,43022EF
3E785BFF,3EBCC4C8,41D85484,4291EEE1,42F52EB
4133D8D9,432A392C,42139A0
406D6A49,43112A8
3FD50FA1,4262FA20,417BCD53,42E7B977,30B7AD45,3F5FA3CA,3F8712E
4202A274,3B8A51C
08C4E56D,18141102,40AF50B
42B02880,40181758,114027EC,3F0A9E1
2A35FBF9,27792BE
206D2F8E,3D0EC0ED,1537D16
134C52E9,3F0AE18
3F363D82,38A7CD5C,3F9704E
40DAA671,2ABB925
40BF674A,1E88AEB
3E656B01,3F02D93B,40BD42B
34A1C81C,4.08E+0
42371AC4,416C799
420CCF20,40FC5F1D,284710CE,3FA9FD8
404D1179,4123F72
3902004C,413F638
40B99545,42D9907
41E002B4,341E008
42337284,281823B
12C63509,3F418BE8,364B68C
8291154,1185BB5
41605B70,4226161
4094AAF9,3AF02125,4077697
2A6C8A06,3FFBEBC4,19B2CE1
3F0B457C,40C75F6
41AAB7BB,3F08064
2C968255,402A615B,3FED643B,41F68535,4150B66
42CF1648,403AEA1
0BE2DA0A,4142BCB9,379FFB8D,40D8435
3EDD24B1,42D4E8E4,3EFDA670,3E963008,4058A456,3EA60DE6,42D9DAB
0824E08D,40F02A88,3F6CA996,3F6F329
4137187C,3344C63E,42C9498
3E688EB4,429890A3,23E82C6
3D7843A3,4181C6D8,41403778,3EAE83B
3F12CEBD,42082E5C,11BAF864,3EC99230,40B1FF10,406BC3BC,4262C2C1,3F4A1948,3E5C42C
4289526C,405B50D
3E825963,3EE7998
40F2C2B3,401B5A2D,420C436A,40C867D6,3F3F0CE3,40F8A8F0,3F3A6DD6,42B79322,016BF90B,40BC7A8
3F601A5C,3BC6E7F0,41EE3A04,127BD124,4057B507,40CE28B5,33107412,04CF2EA2,40B5CC1
3F50AC7D,11C9F5D
40EB1502,2A4D2018,3DF19FF8,41FEF9D
406E60C8,412F3C23,407DD6C
4080F1C3,2E59F24C,42C3492
35FADB41,2CED556
3F63B139,41B7121
3ECA18E2,42B9E265,39429451,4288E5F1,42CF2133,42A1CD8D,3F8B5533,3F351552,3EF61EFC,393E56B6,3E78617
17729E2C,3EC78DE
24A3FD23,23294B16,40D9DC8C,42B94A2
3EC641BC,41D8D99
41F895EE,41783BA
3E7ACF20,3ED11C8
4000CD8A,42A2C3E
1356DFC6,0A70B7F
27F82F97,40CF9FA
3F481B75,404E0D9
430647DA,403C8F4
4.32E+43,3FD7287B,42667A38,40FDB407,3F9C5CB
3EEE90C6,3E71A70B,4264FB82,3FDF3525,41028572,27D1C70B,418E7A4
4010CB3B,41AAED51,4086EBC4,276A60E
3FB97D3F,3D56A2EF,28178077,2759270
4067E708,42926A28,3FA106E4,2BB0A3B4,41FA258
41912070,3ECF1104,40A2990
3F63C00F,3FFDD235,3A299C54,11240315,41C26EC
41E6A7AE,40869321,3F1647B
3FB746E3,3FF2E4D
281805B2,03C37DAF,4304F2EC,3F578143,40874F8
40033B1E,42B2C55B,3F8922C
285D26E4,2880B59
409843D3,2A3CB425,2C43985
3F74416D,3E2F3E6D,42A8DF0B,3E5938C1,412CDB2
42B3C9D4,3FFBEA49,07CFE881,40751603,3ECC03DB,417E16C
3F009437,41862C0F,3C819E0
421EFEFF,310A6529,415B0A38,41C493F
045EA45A,3E978B0
3FF1BED6,3F4CFBD
3F1DC2F7,177FB558,41F042B
43045570,33329D65,38D0F35
3C4A6C61,414F6D41,3FCF60B
40BEC6F0,414A67BB,34B8FABE,3E593C0
422472FD,3F492174,40A625C
40F04903,41A94A1
3F99F793,2E96A6C
4169470F,16868C9
42AD8142,3FF8AD7E,3F6E707
2A99C94C,1894D565,3FAB351
0A37C280,3E994FE
41ECACE7,1282887
10BDA02D,2B7423F
4315D790,3F01303
287C306E,388BDF41,14D3F4F9,1069F4EC,412A16EF,36FE82F1,00606C6
2805D844,4055C810,4026C09
3F29C5F7,41E7E9AB,0A30D1B
3DE1E92B,3E92638
3F8DD9C5,41C9B17F,3FF669F
42A0B4D1,40FCC7B
3FABDA04,3E9365D9,41C7351E,42F79F1
40F7E790,429A01C0,42956968,41E5D4EC,4225F23E,4230A4F
28DF8756,40DA812B,3FABF830,4143D2B
3FCE562C,41ECC00
3EEF261A,3F574564,122677C2,185C8AC1,414CBE0
17C5B564,3FD1F2D
3FD9B10A,3EF35062,4227AA24,3EFD024C,402ED6B4,3F26CB4
42BE1A96,3EE68A1D,43067310,40764772,3F837F44,421F77F
3F3A8D97,3E64AA7
42C28165,3E1D555
4216D428,25515CDC,42464318,3F00BB9F,3F02EBBF,4282BB1
2925FA60,2895813
2AB8E0E9,41E600C4,4039F8D3,432D6ED7,27A5AD8
3EB59AB6,4248DE1
4264560F,429E2DBB,3F1BF69C,40DA85A
34227681,40610990,3E8BB496,341532FB,2B36996
419B721F,42EB004
10CEBD1E,43107BC4,114DEF86,2BF2BD2
426E9EA8,42C88C6
4026D6BD,07D9D3D
42A60F2A,42ACCF0
2BFE97BC,420526C1,3ED06AA5,24663F5
40C7A7D0,40D3DE00,40F2740
3902004C,40CC713E,3E735215,1C0997B7,3ECC484
42EBF9F1,1486ED91,3EC1CAED,4126CB88,3E791814,3F59A8A3,402C7BFC,4156A5C1,4145EF3
3F3245EF,06F42C00,4040FECB,3F020491,407E64E5,4089E8A6,3E797CC
0D1645E6,409645C8,3A99B741,41DB7A2
3E8B89FC,422B7B45,425CF6A
2643AE23,337B677
413F4F82,3E848C75,42EB494D,40CDB37B,3ECB397
3F5B3812,3E70EF5A,3EA231B0,41FA258
41ED235D,3A4A291
2B268ED0,11CECBE8,3B3EF775,41AA431E,3F8B4659,3EE46DA8,3F3C144
34007DA3,412F8266,412FE8A3,0C4F4555,40F23C9
